"83报警问题, 輸出壞",AL083,CASE混料,CASE混料
85号报警,AL085,CASE處有兩處輕微劃痕，鎖線端子絕緣擋片為撞斷,"CASE處有兩處輕微劃痕,鎖綫端子絕緣擋片爲撞斷"
a.IGBT擊穿（UW對P/N擊穿） b.DR58炸裂,"1.IGBT擊穿(UW對P,N擊穿)2.DR58炸裂",case熱熔,CASE熱熔
A09F,AL09F,charge燈不亮,charge燈不亮
A1B相不输出,A1B相不輸出,"CN1,CN6口PIN膠粘膠","CN1,CN6口PIN膠粘膠"
AB机,AB機,CN1针脚坏,CN1針脚壞
al0001,AL001,CN1端子内部PIN變形,CN1端子內部PIN變形
AL0006,AL006,CN1端子插不进去,CN1端子插不進去
AL001,AL001,CN2接口变形,CN2接口損壞
AL001，,AL001,CN2接口開裂,CN2接口損壞
AL001，另外怀疑5V芯片有问题,AL001,CN2接口損壞,CN2接口損壞
"AL001,过电流",AL001,CN2端子PIN2不通,CN2端子PIN2不通
AL001报警,AL001,CN2端子PIN腳斷,CN2端子PIN斷裂
AL001报警，申请换周转机,AL001,CN2端子插不进，无法使用,"CN2端子插不進,無法使用"
AL001报警频繁会跳闸,AL001,CN2端子插歪,CN2端子插歪
AL001过电流,AL001,CN2端子斷落,CN2端子斷裂
AL001報警,AL001,CN4损坏,CN4損壞
AL003,AL003,CN6 OUT無輸出,CN6 OUT無輸出
AL003低压报警,AL003,CND,CND
AL003报警,AL003,CPLD 3.3V，1.2V对GND短路,"CPLD 3.3V,1.2V對GND SHORT"
AL004,AL004,CPLD芯片輸出異常,CPLD芯片輸出異常
AL006,AL006,C相端子螺絲損壞,C端子_螺絲損壞
AL006报警,AL006,D11/R70連錫,"D11,R70連錫"
AL009,AL009,D15焊錫不良,D15焊錫不良
AL01,AL001,D50、D53、D54反向阻抗异常,"D50,D53,D54反向阻抗异常"
al010，al085，刹车异常,"AL010,AL085",D50~D55未移除,D50~D55未移除
AL011,AL011,D50反向阻抗异常,D50反向阻抗异常
AL011,AL011,D50損壞,D50損壞
AL011 过电流,AL011,D51、D52反向阻抗异常,"D51,D52反向阻抗异常"
"AL011,CN2插口接触不良",AL011,D51軟擊穿,D51軟擊穿
AL011报警,AL011,D52、D54損壞,"D52,D54損壞"
AL011过电流,AL011,D54損壞,D54損壞
AL013紧急停止,AL013,DC3，DC52，DC53電容鼓包,"DC3,DC52,DC53電容鼓包"
AL016,AL016,"DC3,DC82/DC83損壞","DC3,DC82,DC83損壞"
AL016,AL016,DC3、DC52、DC53鼓包,"DC3,DC52,DC53鼓包"
AL016报警,AL016,DC3、DC52鼓包,"DC3,DC52鼓包"
AL022,AL022,"DC3、DC52鼓包,铜箔炸","DC3,DC52鼓包,銅箔炸裂"
AL022,AL022,DC3、DC53，DC52鼓包，DR28烧，铜箔炸,"DC3,DC53,DC52鼓包,DR28燒,銅箔炸裂"
AL022电源异常,AL022,DC3、DC53鼓包,"DC3,DC53鼓包"
AL022报警,AL022,DC3、DC82、DC83、DC84鼓包,"DC3,DC82,DC83,DC84鼓包"
AL031,AL031,DC3、DC83、DC84鼓包,"DC3,DC83,DC84鼓包"
AL031报警,AL031,DC3、DC83鼓包、DD22擊穿,"DC3,DC83鼓包,DD22擊穿"
AL033,AL033,DC3、DC84鼓包,"DC3,DC84鼓包"
AL033报警,AL033,DC3电容鼓包,DC3鼓包
AL035报警,AL035,"DC3电容鼓包,DR1电阻开裂open,DD1的击穿","DC3鼓包,DR1電阻開裂OPEN,DD1的擊穿"
AL045,AL045,DC3電容鼓包，壓敏電阻DVAR3炸開,"DC3鼓包,壓敏電阻DVAR3炸裂開"
AL06,AL006,DC3鼓包,DC3鼓包
AL06,AL006,DC3鼓包，DR1過熱損壞,"DC3鼓包,DR1過熱損壞"
AL06报警,AL006,"DC3鼓包,DR1燒壞","DC3鼓包,DR1燒毀"
AL074,AL074,DC3鼓包，DTB1有打火，J3表面受熱，DD1擊穿，DR1燒,"DC3鼓包,DTB1有打火,J3表面受熱,DD1擊穿,DR1燒"
AL083,AL083,DC3鼓包，IGBT U上橋擊穿,"DC3鼓包,IGBT U上橋擊穿"
AL083,AL083,"DC3鼓包,U1電解液腐蝕","DC3鼓包,U1電解液腐蝕"
"AL083,AL001","AL001,AL083",DC3鼓包，回生電阻Open,"DC3鼓包,回生電阻OPEN"
AL085,AL085,DC3鼓包DR1裂开，DC81、DC88、DC83鼓包,"DC3鼓包DR1裂開,DC81,DC88,DC83鼓包"
AL085,AL085,DC3爆,DC3爆
"AL085,AL001","AL001,AL085","DC52,DC53鼓包","DC52,DC53鼓包"
AL085/AL09F,"AL085,AL09F",DC52、DC3鼓包，DD22擊穿,"DC52,DC3鼓包,DD22擊穿"
AL085报警,AL085,DC52、DC53、DC3鼓包,"DC52,DC53,DC3鼓包"
AL086,AL086,DC52、DC53和DC3鼓包，DR28燒,"DC52,DC53,DC3鼓包,DR28燒"
AL086、AL180,"AL086,AL180",DC52、DC53鼓包,"DC52,DC53鼓包"
AL086报警,AL086,DC52及SPS电容DC3鼓包，整流子DD22击穿，与其相连铜箔熔断,"DC52,SPS電容DC3鼓包,整流子DD22擊穿,與其相連銅箔熔斷"
AL09,AL009,DC52和DC3鼓包,"DC52,DC3鼓包"
AL099,AL099,DC52電容鼓包,DC52電容鼓包
AL099,AL099,DC52鼓包，DD22、DD23擊穿，T相銅箔燒斷,"DC52鼓包,DD22,DD23擊穿,T相銅箔燒斷"
AL099报警,AL099,DC52鼓包，DR28燒,"DC52鼓包,DR28燒"
AL09C,AL09C,DC52鼓包，RS銅箔燒斷,"DC52鼓包,RS銅箔燒斷"
AL09F,AL09F,DC53、DC3鼓包,"DC53,DC3鼓包"
AL09F报警,AL09F,DC53/DC3鼓包R254/R255烧,"DC53,DC3鼓包R254,R255燒"
AL0Cdb,AL0CDB,DC53鼓包,DC53鼓包
AL1200,AL1200,DC53鼓包，DD23擊穿,"DC53鼓包,DD23擊穿"
AL1400,AL1400,DC54底部N和W打火，P和U打火,"DC54底部N和W打火,P和U打火"
AL1400 伺服参数异常,AL1400,DC54底部銅箔短路導致打火,DC54底部銅箔SHORT導致打火
AL180报警,AL180,DC60錫短,DC60錫短
AL185,AL185,"DC75,DC76连锡","DC75,DC76連錫"
AL223,AL223,DC81、DC82、DC83、DC3鼓包,"DC81,DC82,DC83,DC3鼓包"
AL3CF,AL3CF,DC81、DC82、DC83、DC3鼓包，DD22、DD23擊穿,"DC81,DC82,DC83,DC3鼓包,DD22,DD23擊穿"
AL3E1通讯同步失效,AL3E1,DC81、DC82、DC83、DC84、DC3鼓包，DR28軟啟OPEN,"DC81,DC82,DC83,DC84,DC3鼓包,DR28軟啟OPEN"
AL3E3,AL3E3,DC81、DC82、DC83、DC84和鼓包,"DC81,DC82,DC83,DC84鼓包"
AL99韧体错误,AL099,DC81、DC82、DC83、DC84鼓包,"DC81,DC82,DC83,DC84鼓包"
ALC31,ALC31,DC81、DC82、DC83鼓包,"DC81,DC82,DC83鼓包"
ALC31报警,ALC31,DC81、DC82電容鼓包,"DC81,DC82電容鼓包"
alcdb报警,ALCDB,DC81、DC83、DC3鼓包,"DC81,DC83,DC3鼓包"
ALE33报警,ALE33,DC81、DC83鼓包，軟起電阻DR28 Open,"DC81,DC83鼓包,軟起電阻DR28 OPEN"
ALO9F自用,AL09F,DC81、DC84電容鼓包,"DC81,DC84電容鼓包"
ASDA_soft軟件示波器監測VBUS電壓為16V,ASDA_soft軟件示波器監測VBUS電壓為16V,DC81和DC3鼓包，整流子DD22、DD23擊穿,"DC81和DC3鼓包,整流子DD22,DD23擊穿"
A口通訊异常，B口通訊正常,"A接口通訊異常,B口通訊正常",DC81鼓包,DC81鼓包
"A相没有，只有B相,ABi相输出异常","A相沒有,只有B相,ABi相輸出异常",DC81鼓包，整流子DD22、DD23擊穿,"DC81鼓包,整流子DD22,DD23擊穿"
a整流子DD22擊穿，S對P擊穿 b.DR58炸裂 c.IGBT炸裂，P腳熔斷，與HSK之間有跳火,"1.整流子DD22擊穿,S對P擊穿 2.DR58炸裂 3.IGBT炸裂,P腳熔斷,與HSK之間有跳火",DC82，DC83，DC84電容鼓包,"DC82,DC83,DC84電容鼓包"
B3-400w驱动问题,B3-400w驅動問題,DC82、DC3鼓包,"DC82,DC3鼓包"
BDSP1-數碼管DIG1-B不亮特性0.258VDC,"BDSP1-數碼管,DIG1-B不亮特性0.258VDC",DC82、DC3鼓包，整流子DD22、DD23擊穿,"DC82,DC3鼓包,整流子DD22,DD23擊穿"
BJ1维修不良,BJ1維修不良,DC82、DC3鼓包，整流子DD22擊穿,"DC82,DC3鼓包,整流子DD22擊穿"
BL01、BL06报警,"BL001,BL006",DC82、DC83、DC84、DC3鼓包,"DC82,DC83,DC84,DC3鼓包"
BSW1/BSW2/BSW3/BSW4/BSW5鉚點外力損壞,"BSW1,BSW2,BSW3,BSW4,BSW5鉚點外力損壞",DC82、DC83、DC84、DC3鼓包，DR58炸，IGBT炸,"DC82,DC83,DC84,DC3鼓包,DR58炸裂,IGBT炸裂"
BSW1、BSW2、BSW4、BSW5損壞,"BSW1,BSW2,BSW4,BSW5損壞",DC82、DC83、DC84鼓包,"DC82,DC83,DC84鼓包"
BSW1、BSW2、BSW4损坏,"BSW1,BSW2,BSW4損壞",DC82、DC83鼓包,"DC82,DC83鼓包"
BSW1、BSW2損壞,"BSW1,BSW2損壞",DC82、DC84、DC3鼓包，軟起電阻DR28 Open,"DC82,DC84,DC3鼓包,軟起電阻DR28 OPEN"
BSW1、BSW4損壞,"BSW1,BSW4損壞",DC82/DC83/DC84/DC3鼓包,"DC82,DC83,DC84,DC3鼓包"
BSW1壞,BSW1壞,DC82和DC3鼓包,"DC82,DC3鼓包"
BSW1损坏,BSW1損壞,DC82和DC3鼓包，整流子DD22擊穿,"DC82,DC3鼓包,整流子DD22擊穿"
BSW1斷裂；DR58損壞；DPM1的W相引脚熔斷，焊盤処有錫,"BSW1斷裂,DR58損壞,DPM1的W相引脚熔斷,焊盤処有錫",DC82和DC83鼓包,"DC82,DC83鼓包"
BSW2、BSW3、BSW4、BSW5損壞,"BSW2,BSW3,BSW4,BSW5損壞",DC82和DR28燒,"DC82,DR28燒毀"
BSW2、BSW4損壞,"BSW2,BSW4損壞","DC82電容鼓包，整流子DD22,DD23损坏","DC82鼓包,整流子DD22,DD23損壞"
BSW2外力損壞,BSW2損壞,DC82鼓包,DC82鼓包
BSW2損壞,BSW2損壞,DC82鼓包，RS铜箔炸，整流子DD22击穿,"DC82鼓包,RS銅箔炸裂,整流子DD22擊穿"
BSW3、BSW5損壞,"BSW3,BSW5損壞",DC83電容鼓包，DC3電容鼓包，DD22擊穿，DR28短路,"DC83鼓包,DC3鼓包,DD22擊穿,DR28 SHORT"
BSW3无按键帽，BSW2按键帽歪斜,"BSW3無按鍵帽,BSW2按鍵帽歪斜",DC83鼓包,DC83鼓包
BSW4損壞,BSW4損壞,DC83鼓包，整流子DD22、DD23擊穿，銅箔斷，Relay單獨上電不切,"DC83鼓包,整流子DD22,DD23擊穿,銅箔斷,Relay單獨上電不切"
BUS电容DC82鼓包,BUS電容DC82鼓包,DC83鼓包，整流子DD22和DD23擊穿，DU1pin腳熔斷,"DC83鼓包,整流子DD22和DD23擊穿,DU1PIN腳熔斷"
BUS电容鼓包,BUS電容鼓包,DC84、DC3鼓包，整流子DD22擊穿,"DC84,DC3鼓包,整流子DD22擊穿"
BUS电容鼓包，SPS电容鼓包,"BUS電容鼓包,SPS電容鼓包",DC84電容鼓包/DR58炸/外置回生電阻鼓包,"DC84鼓包,DR58炸裂,外置回生電阻鼓包"
BUS电容鼓包，整流子击穿，回升电阻open,"BUS電容鼓包,整流子擊穿,回升電阻OPEN",DC84鼓包,DC84鼓包
B轴报警09C,B軸AL09C,DC84鼓包、軟起電阻DR28 Open,"DC84鼓包,軟起電阻DR28 OPEN"
B轴报警ALM085,B軸AL085,DC9、DC10插反,"DC9,DC10插反"
B轴报警ALM085、CN4USB接口无法连接、CN4通讯不上、C轴伺服驱动器烧坏 、报警06、点位烧坏、过载报警 、通电显示不亮、通讯不上、找不到站点,B軸AL085,DC9反件,DC9反件
C10撞件,C10撞件,DC9插反,DC9插反
C110膠前碎件,C110膠前碎件,DCBUS電容鼓包，整流子擊穿,"DCBUS鼓包,整流子擊穿"
C144短路,C144 SHORT,DD21和DD13之間有一塊錫渣，IGBT V相pin腳周圍燻黑，IGBT控制側損壞,"DD21,DD13之間有一塊錫渣,IGBT V相PIN脚周圍熏黑,IGBT控制側損壞"
C153撞件,C153撞件,DD22 RSpin燒斷,DD22 RSPIN燒斷
C20、C21阻抗偏低,"C20,C21阻抗偏低",DD22 擊穿，對應的RS銅箔燒斷,"DD22 擊穿,對應的RS銅箔燒斷"
C20低阻抗，1.4kohm；C21 1Mohm，DSP材料異常,"C20低阻抗,1.4kohm,C21,1Mohm,DSP材料異常","DD22,DD23,DQ2擊穿","DD22,DD23,DQ2擊穿"
C20低阻抗，1.7kohm；C21 1Mohm；J10 端子應力損壞,"C20低阻抗,1.7kohm,C21,1Mohm,J10,端子應力損壞","DD22,DD23擊穿","DD22,DD23擊穿"
C20低阻抗，2kohm，DSP材料問題,"C20低阻抗,2kohm,DSP材料問題","DD22，DD23擊穿,","DD22,DD23擊穿"
C20低阻抗，3.5kohm，DSP材料問題,"C20低阻抗,3.5kohm,DSP材料問題","DD22,DD23擊穿，IGBT炸","DD22,DD23擊穿,IGBT炸裂"
C20阻抗，在顯示正常的狀態下阻抗是M歐，在無顯示的狀態下為6k歐左右,"C20阻抗,在顯示正常的狀態下阻抗是M歐,在無顯示的狀態下為6k歐左右",DD22、23击穿,"DD22,DD23擊穿"
C20阻抗值异常,C20阻抗值异常,DD22、DD23擊穿，DC82鼓包,"DD22,DD23擊穿,DC82鼓包"
C20阻抗偏低，量測C20:3Kohm，正常為Mohm,"C20阻抗偏低,量測C20:3Kohm,正常為Mohm",DD22、DD23擊穿，IGBT U對P擊穿,"DD22,DD23擊穿,IGBT U對P擊穿"
C21阻抗异常,C21阻抗异常,DD22、DQ2、IGBT擊穿，剎車晶體和P點有打火，Relay 損壞,"DD22,DQ2,IGBT擊穿,剎車晶體和P點有打火,Relay 損壞"
canopen通讯正常,canOPEN通訊正常,DD22/DD23/DC84損壞,"DD22,DD23,DC84損壞"
CASE外力損壞,CASE外力損壞,DD22打火，S相銅箔燒斷線,"DD22打火,S相銅箔燒斷線"
"case外力损坏,伺服功能正常","CASE外力損壞,伺服功能正常",DD22炸，DD23擊穿,"DD22炸裂,DD23擊穿"
case使用错料,CASE混料,DD22短路，DD23脚位熔断,"DD22 SHORT,DD23脚位熔斷"
CASE混料,CASE混料,DD22擊穿,DD22擊穿
case错料,CASE混料,DD22擊穿，IGBT P腳熔斷，本體炸裂，DU5有發熱痕跡，5VD_GD短路，DPH16、DPH7、DPH8、DPH9均損壞,"DD22擊穿,IGBT P腳熔斷,本體炸裂裂,DU5有發熱痕跡,5VD_GD SHORT,DPH16,DPH7,DPH8,DPH9均損壞"
CN1 PIN脚烧碳化,CN1 PIN腳燒碳化,DD22擊穿，IGBT U對P擊穿,"DD22擊穿,IGBT U對P擊穿"
CN1，CN6端子粘膠,"CN1,CN6端子粘膠",DD22擊穿，IGBT炸,"DD22擊穿,IGBT炸裂"
CN1口收不到模擬量信號,CN1口收不到模擬量信號,DD22擊穿，有污染腐蝕,"DD22擊穿,有污染腐蝕"
CN1口控制不良,CN1口控制不良,DD22擊穿，銅箔燒斷，IGBT炸,"DD22擊穿,銅箔燒斷,IGBT炸裂"
CN1不良,CN1不良,DD22擊穿，銅箔燒斷，IGBT炸，DR42燒毀,"DD22擊穿,銅箔燒斷,IGBT炸裂,DR42燒毀"
CN1反馈无信号,CN1反饋無信號,DD23，DD22擊穿,"DD23,DD22擊穿"
CN1有问题，给脉冲不走,"CN1有問題,給脉衝不走",DD23溢錫,DD23溢錫
CN1问题，DO,"CN1問題,DO",DD23擊穿,DD23擊穿
CN1针脚坏,CN1針脚壞,DI8輸入限流電阻R224燒壞，DGND-AGND之間的電阻R222燒壞，電源系統全部擊穿,"DI8輸入限流電阻R224燒毀,DGND-AGND之間的電阻R222燒毀,電源系統全部擊穿"
CN1刹车引脚输出异常，电机刹车无法打开。,"CN1刹車引脚輸出异常,電機刹車無法打開",DJ1 30脚沒有插入端子,DJ1 30脚沒有插入端子
CN1刹车引脚输出异常，电机刹车无法打开。/二次报修,"CN1刹車引脚輸出异常,電機刹車無法打開,二次報修",DJ1 pin22對pin24短路,DJ1 PIN22對PIN24SHORT
CN1的DO1损坏,CN1的DO1損壞,DJ1 pin腳粘膠,DJ1 PIN腳粘膠
CN1接头接触不良,CN1接頭接觸不良,DJ1和DTB1端子粘UV膠,DJ1和DTB1端子黏UV膠
CN1控制不良,CN1控制不良,DJ1沾UV膠,DJ1沾UV膠導
CN1端子螺丝丢失,CN1端子螺絲丟失,DJ1沾UV膠導,DJ1沾UV膠導
CN2夾線頭皮,CN2夾線頭皮,DJ1接觸不良,DJ1接觸不良
CN2接口不良,CN2接口異常,DJ1锡短,DJ1端子黏膠
CN2接口開裂,CN2接口開裂,DJ1端子粘膠,DJ1錫短
CN2接口坏,CN2接口開裂,DL1 pin4无线尾,DL1 PIN4無線尾
CN2接口坏了,CN2接口開裂,DL2 pin2 焊錫不良,DL2 PIN2 焊錫不良
CN2接口没扣,CN2接口異常,DMCNET通讯功能正常,DMCNET通訊功能正常
CN2接口变形,CN2接口開裂,DO1异常,DO1異常
CN2接口歪,CN2接口異常,DO1無法關斷,DO1無法關斷
CN2接口損壞,CN2接口開裂,"DO2 fail,更新韌體后正常","DO2 fail,更新韌體後正常"
CN2接口斜,CN2接口異常,DO3測試fail,DO3測試fail
CN2接口插不紧,CN2接口異常,DO功能正常，帶馬達運轉正常,"DO功能正常,帶馬達運轉正常"
CN2接口變形,CN2接口開裂,DO无输出,DO無輸出
CN2插口不良，卡不住CN2线,CN2異常,DPH14焊錫不良,DPH14焊錫不良
CN2编码器线接口接触不良，松,CN2異常,DPH16吃錫不良,DPH16焊錫不良
CN2端子高翘歪斜,CN2端子高翹歪斜,DPH16焊接不良,DPH16焊錫不良
CN2端子斷落,CN2端子斷落,DPH16損壞,DPH16損壞
CN2端子插歪,CN2端子插歪,DPH16輸出異常,DPH16輸出異常
CN3口不良,CN3異常,DPH1異常,DPH1異常
CN4 PIN腳被壓彎,"CN4,PIN腳被壓彎",DPH4反向，R相欠相,"DPH4反向,R相欠相"
CN4USB接口无法连接,CN4USB接口無法連接,DPH5偵測異常,DPH5偵測異常
CN4口母pin位置偏移,CN4接口母PIN位置偏移,DPH6 Pin3-4不導通,DPH6 PIN3-4不導通
CN4口损坏,CN4接口損壞,DPH7連錫,DPH7連錫
CN4口退pin,CN4接口退PIN,DPH9光耦PIN被劃斷,DPH9光耦PIN被劃斷
CN4不能下载参数,CN4不能下載參數,DPM1,DPM1
CN4不能用，参数设置异常,"CN4不能用,參數設置异常",DQ2打火擊穿,DQ2打火擊穿
CN4与电脑无法连接,CN4通訊異常,DQ2打火擊穿，回生電阻Open,"DQ2打火擊穿,回生電阻OPEN"
CN4未开口,CN4未開口,DQ2錫短,DQ2錫短
CN4坏,CN4異常,DQ2擊穿,DQ2擊穿
CN4退pin,CN4退PIN,"DQ2擊穿,軟起電阻和剎車電阻燒壞","DQ2擊穿,軟起電阻和剎車電阻燒毀"
CN4接口无法通讯,CN4通訊異常,"DQ2擊穿、DD22,DD23整流子擊穿","DQ2擊穿,DD22,DD23整流子擊穿"
CN4通讯不上,CN4通訊異常,DR1 OPEN,DR1 OPEN
CN4通讯不上、驱动器烧坏 、报警06,"CN4通訊異常,AL006",DR19烧坏,DR19燒毀
CN4插口不良,CN4接口損壞,DR1開裂損壞,DR1開裂損壞
CN4端口有异物，线能插上，但无法连接,CN4接口損壞,DR1開裂損壞，DC3短路，DD3有過熱痕跡,"DR1開裂損壞,DC3SHORT,DD3有過熱痕跡"
CN6 OUT口通訊不通,CN6接口異常,DR1開裂損壞，DD1擊穿,"DR1開裂損壞,DD1擊穿"
CN6口异常，无法连接,CN6接口異常,DR1開裂損壞，DD1擊穿，DT1和DR4打火，量測線圈正常，DU2過熱損壞，IGBT pin腳之間和導熱rubber上粘有異物,"DR1開裂損壞,DD1擊穿,DT1和DR4打火,量測線圈正常,DU2過熱損壞,IGBT PIN腳之間和導熱rubber上粘有異物"
CN6处字母不一样,CN6處字母不一樣,DR1開裂損壞，污染,"DR1開裂損壞,污染"
CN6网口通讯坏,CN6接口異常,"DR1电阻开裂open,DD1的击穿","DR1開裂損壞OPEN,DD1擊穿"
CN6找不到站号，报警AL185,"CN6找不到站號,AL185",DR1燒，DD1擊穿，DC3微鼓包,"DR1燒毀,DD1擊穿,DC鼓包"
CN6总线口无法通讯,CN6接口異常,DR1燒壞，DC3短路，上電端子RS相有打火痕跡,"DR1燒毀,DC3SHORT,上電端子RS相有打火痕迹"
CN6通讯不上,CN6通訊不上,DR1燒壞，DC3微鼓包,"DR1燒毀,DC3鼓包"
CN6通讯不定时断线报警AL185,CN6通訊不定時斷綫報警AL185,DR1燒壞，DD1擊穿,"DR1燒毀,DD1擊穿"
CN6無法通訊,CN6通訊異常,DR27損壞,DR27損壞
CN6端口损坏,CN6接口異常,DR28 Open,DR28 OPEN
CND,CND,"DR28 open,外殼融化","DR28 OPEN,外殼融化"
CND-AL001,CND-AL001,"DR28,DC3,按鍵，上蓋，HSK，J10端子外力損壞","DR28,DC3,按鍵,上蓋,HSK,J10端子外力損壞"
CND-AL003,CND-AL003,DR28外力損壞,DR28外力損壞
CND-AL006,CND-AL006,DR28炸,DR28炸裂
CND-AL083,CND-AL083,DR28焊錫異常,DR28焊錫異常
CND-AL1200,CND-AL1200,DR28軟啟焊錫不良,DR28軟啓焊錫不良
CND-AL2300,CND-AL2300,DR28裂开,DR28開裂
CND-AL555,CND-AL555,DR28過熱，伺服功能正常,"DR28過熱,伺服功能正常"
CND-ALCDB,CND-ALCDB,DR28燒,DR28燒毀
CND-CN4不能用，参数设置异常,"CND-CN4不能用,參數設置异常",DR28燒，IGBT炸,"DR28燒毀,IGBT炸裂"
